ROAD ACCESS,FACING,FLOOR,PARKING,BEDROOM,BATHROOM,FURNISH STATUS,Price,Location,LAND AREA,BUILT YEAR,BUILTUP AREA,Living ,Kitchen
16 Feet,South-East,3,1 Car  & 3 Bikes,6,4,Full-Furnished,Rs. 3.65Cr,"Imadol, Lalitpur",3.3 aana,2080 BS,3100 Sq. Ft.,1,2
11 Feet,South-East,3,3 Cars  & 2 Bikes,5,4,Semi-Furnished,Rs. 3.99Cr,"Syuchatar, Kathmandu",,2073 BS,2199 Sq. Ft.,2,
14 Feet,East,1,1 Car  & 4 Bikes,2,1,Un-Furnished,Rs. 1.65Cr,"Tikathali, Lalitpur",3.1 aana,2080 BS,2200 Sq. Ft.,,
12 Feet,South,2.5,3 Cars  & 15 Bikes,8,5,Semi-Furnished,"Rs. 65,000/m","Gwarko, Lalitpur",,2079 BS,,1,2
16 Feet,North,3,1 Car  & 3 Bikes,5,4,Semi-Furnished,Rs. 2.75Cr,"Nakhipot, Lalitpur",3.2 aana,2080 BS,2200 Sq. Ft.,2,
12 Feet,North,2.5,1 Car  & 3 Bikes,5,4,Semi-Furnished,Rs. 2.25Cr,"Dhunga Sangu, Lalitpur",4.2 aana,2080 BS,2200 Sq. Ft.,1,2
13 Feet,North,2.5,2 Bikes,,3,,Rs. 1.6Cr,"Dhunchepakha, Bhaktapur",,2019 AD,,2,2
13 Feet,North-East,3.5,7 Cars  & 8 Bikes,,,Un-Furnished,Rs. 95Lac/aana,"Chhetrapati, Kathmandu",,,,2,1
13 Feet,North,3,,,,Un-Furnished,Rs. 2.6Cr,"Tokha, Kathmandu",3.2 aana,,,2,2
20 Feet,South-East,2.5,2 Cars  & 2 Bikes,9,4,,Rs. 2.49Cr,"Imadol, Lalitpur",,2073 BS,1407 Sq. Ft.,,1
25 Feet,South-East,3,2 Cars  & 2 Bikes,5,5,Semi-Furnished,Rs. 4.5Cr,"Sukedhara, Kathmandu",,2075 BS,2500 Sq. Ft.,1,1
16 Feet,South-East,3,1 Car,4,4,Semi-Furnished,Rs. 8.75Cr,"Bhaisepati, Lalitpur",,2016 AD,,1,
13 Feet,East,2.5,2 Cars  & 3 Bikes,7,4,Un-Furnished,Rs. 2.75Cr,"Imadol, Lalitpur",3.3 aana,,0 Sq. Ft.,1,
13 Feet,South-West,2.5,2 Cars  & 4 Bikes,5,4,Un-Furnished,Rs. 4Cr,"Bhaisepati, Lalitpur",,,2400 Sq. Ft.,1,
19 Feet,North-East,2.5,1 Car  & 1 Bike,4,2,Full-Furnished,Rs. 1.55Cr,"Machhe Gaun, Kathmandu",,2065 BS,1500 Sq. Ft.,,1
13 Feet,East,2.5,1 Car  & 2 Bikes,10,3,Semi-Furnished,Rs. 2.55Cr,"Chabahil, Kathmandu",,2066 BS,2000 Sq. Ft.,,2
13 Feet,South-East,2.5,1 Car  & 3 Bikes,4,4,Un-Furnished,Rs. 2.35Cr,"Shital Height, Lalitpur",2.3 aana,2080 BS,2200 Sq. Ft.,2,1
13 Feet,East,2.5,,4,4,Semi-Furnished,Rs. 6Cr,"Tahachal, Kathmandu",,,,,
20 Feet,West,3.5,3 Cars  & 4 Bikes,6,7,Un-Furnished,Rs. 6.5Cr,"Basundhara, Kathmandu",,,,,
20 Feet,North,2.5,2 Cars  & 2 Bikes,4,3,Semi-Furnished,Rs. 3.25Cr,"Bouddha, Kathmandu",4.2 aana,2080 BS,2314.36 Sq. Ft.,,
13 Feet,South,2.5,1 Car  & 3 Bikes,5,3,Full-Furnished,Rs. 2.5Cr,"Imadol, Lalitpur",,2078 BS,000 Sq. Ft.,2,
19 Feet,North-East,3.5,1 Car  & 2 Bikes,7,,Semi-Furnished,Rs. 3.9Cr,"Syuchatar, Kathmandu",,2075 BS,2500 Sq. Ft.,2,1
20 Feet,North-East,3,2 Cars  & 2 Bikes,10,5,Semi-Furnished,Rs. 4.5Cr,"Syuchatar, Kathmandu",,2074 BS,2200 Sq. Ft.,2,
15 Feet,South-East,3.5,2 Cars  & 2 Bikes,10,6,Semi-Furnished,Rs. 3.1Cr,"Syuchatar, Kathmandu",,2070 BS,3299 Sq. Ft.,1,2
20 Feet,South-East,2.5,2 Cars  & 2 Bikes,4,3,Semi-Furnished,Rs. 2.9Cr,"Satungal, Kathmandu",5.3 aana,2074 BS,2100 Sq. Ft.,1,2
13 Feet,South-East,2.5,1 Car  & 2 Bikes,4,3,Semi-Furnished,Rs. 1.9Cr,"Syuchatar, Kathmandu",2.2 aana,2080 BS,1999 Sq. Ft.,2,
12 Feet,North-East,2.5,2 Cars  & 3 Bikes,8,4,Semi-Furnished,Rs. 6Cr,"Bhaisepati, Lalitpur",,2079 BS,3099 Sq. Ft.,1,
13 Feet,South-East,1,1 Car  & 4 Bikes,3,2,Semi-Furnished,Rs. 3.7Cr,"Jorpati, Kathmandu",,2068 BS,999 Sq. Ft.,1,
13 Feet,West,2.5,1 Car  & 3 Bikes,3,3,Semi-Furnished,Rs. 2.65Cr,"Tikathali, Lalitpur",,2080 BS,,1,
13 Feet,East,1,1 Car  & 3 Bikes,6,1,Un-Furnished,Rs. 1.65Cr,"Tikathali, Lalitpur",3.1 aana,2080 BS,798 Sq. Ft.,,1
13 Feet,West,3,1 Car  & 3 Bikes,6,4,Un-Furnished,Rs. 2.8Cr,"Shital Height, Lalitpur",,2080 BS,2200 Sq. Ft.,2,
13 Feet,West,2.5,1 Car  & 3 Bikes,6,4,Semi-Furnished,Rs. 2.75Cr,"Budhanilkantha, Kathmandu",3.1 aana,2080 BS,2226 Sq. Ft.,2,1
13 Feet,South-East,3.5,1 Car  & 4 Bikes,7,6,Full-Furnished,Rs. 3.95Cr,"Shital Height, Lalitpur",,2080 BS,2199 Sq. Ft.,2,1
12 Feet,South-East,2.5,1 Car  & 2 Bikes,3,3,Semi-Furnished,Rs. 1.75Cr,"Tikathali, Lalitpur",,2076 BS,1200 Sq. Ft.,2,2
12 Feet,West,2.5,3 Cars  & 3 Bikes,5,3,Un-Furnished,Rs. 3Cr,"Baluwakhani, Kathmandu",,2079 BS,2400 Sq. Ft.,2,2
13 Feet,South,1,1 Car  & 1 Bike,2,1,Semi-Furnished,Rs. 1.65Cr,"Tikathali, Lalitpur",3.1 aana,2080 BS,,2,2
13 Feet,South-East,2.5,2 Cars,5,4,Semi-Furnished,Rs. 5.5Cr,"Italitar, Kathmandu",,,2950 Sq. Ft.,1,
13 Feet,East,1,1 Car  & 1 Bike,2,1,Semi-Furnished,Rs. 1.55Cr,"Tikathali, Lalitpur",3.1 aana,2080 BS,,1,
20 Feet,North-East,2.5,1 Car  & 3 Bikes,4,1,Semi-Furnished,Rs. 5.5Cr,"Shantinagar, Kathmandu",,2077 BS,2000 Sq. Ft.,2,1
20 Feet,North-East,2.5,1 Car  & 4 Bikes,4,1,Semi-Furnished,Rs. 5.6Cr,"Buddhanagar, Kathmandu",,2074 BS,2000 Sq. Ft.,2,2
9 Feet,East,1,1 Car  & 1 Bike,3,1,Semi-Furnished,Rs. 1.75Cr,"Imadol, Lalitpur",,2074 BS,800 Sq. Ft.,2,
13 Feet,South,2.5,1 Car  & 4 Bikes,6,3,Un-Furnished,Price on call,"Sipadol, Bhaktapur",,2077 BS,,2,2
13 Feet,South-West,3,1 Car  & 4 Bikes,5,5,Semi-Furnished,Rs. 2.75Cr,"Sitapakha, Lalitpur",3.2 aana,2080 BS,000 Sq. Ft.,1,1
16 Feet,South-West,2.5,2 Cars  & 5 Bikes,3,4,Full-Furnished,Rs. 6.99Cr,"Bhaisepati, Lalitpur",5.2 aana,2080 BS,2298 Sq. Ft.,,2
13 Feet,South-East,3.5,1 Car  & 4 Bikes,5,5,Un-Furnished,Rs. 2.8Cr,"Imadol, Lalitpur",,2080 BS,2200 Sq. Ft.,1,
13 Feet,South,3.5,1 Car  & 3 Bikes,8,4,Full-Furnished,Rs. 2.55Cr,"Imadol, Lalitpur",,2078 BS,,,2
18 Feet,South-West,3.5,2 Cars  & 2 Bikes,6,7,Semi-Furnished,Rs. 9Cr,"Putalisadak, Kathmandu",,2050 BS,2300 Sq. Ft.,,1
16 Feet,East,2,2 Cars  & 2 Bikes,6,4,Full-Furnished,Rs. 4.1Cr,"Naya Bazar, Kathmandu",,2012 BS,2000 Sq. Ft.,2,2
26 Feet,South-East,2.5,2 Cars  & 3 Bikes,4,,Un-Furnished,Rs. 4.8Cr,"Sitapaila, Kathmandu",5.1 aana,,1901 Sq. Ft.,2,2
20 Feet,South,2.5,1 Car  & 2 Bikes,6,4,Semi-Furnished,Rs. 4.15Cr,"Hattiban, Lalitpur",,2080 BS,000 Sq. Ft.,,2
13 Feet,North-East,3,3 Bikes,6,3,Semi-Furnished,Rs. 1.7Cr,"Banasthali, Kathmandu",,2068 BS,95.388 Sq. Mtr.,,
16 Feet,East,2,2 Cars  & 2 Bikes,6,4,,Rs. 1.9Cr,"Sanagaun, Lalitpur",,2076 BS,1500 Sq. Ft.,,2
20 Feet,East,2.5,2 Cars  & 2 Bikes,5,6,Semi-Furnished,Rs. 3.75Cr,"Pasikot, Kathmandu",5.2 aana,2080 BS,2200 Sq. Ft.,2,2
20 Feet,East,2.5,1 Car  & 2 Bikes,4,3,Un-Furnished,Rs. 2.3Cr,"Amarsingh Chowk, Kaski",,2076 BS,2100 Sq. Ft.,1,2
13 Feet,North-East,2.5,1 Car,4,3,Semi-Furnished,Rs. 3.55Cr,"Chyasal, Lalitpur",3.2 aana,2075 BS,2331 Sq. Ft.,2,2
22 Feet,North,2.5,1 Car  & 4 Bikes,4,5,Semi-Furnished,Rs. 2.99Cr,"Shital Height, Lalitpur",,2080 BS,2200 Sq. Ft.,2,1
13 Feet,West,2.5,1 Car  & 3 Bikes,6,4,Semi-Furnished,Rs. 2.75Cr,"Imadol, Lalitpur",3.3 aana,,,,1
13 Feet,North,2.5,1 Car  & 2 Bikes,6,4,Un-Furnished,Rs. 2.75Cr,"Imadol, Lalitpur",2.2 aana,,,,2
20 Feet,East,2.5,1 Car  & 3 Bikes,6,4,Semi-Furnished,Rs. 4.25Cr,"Imadol, Lalitpur",4.2 aana,,,2,2
13 Feet,South-West,3,1 Car  & 4 Bikes,6,5,Semi-Furnished,Rs. 2.7Cr,"Ochu Height, Lalitpur",3.2 aana,2080 BS,2200 Sq. Ft.,2,2
18 Feet,South-East,2.5,1 Car  & 2 Bikes,3,3,Semi-Furnished,Rs. 2.4Cr,"Pasikot, Kathmandu",3.2 aana,2077 BS,2000 Sq. Ft.,1,2
11 Feet,South-West,2.5,1 Car  & 2 Bikes,6,4,Semi-Furnished,Rs. 3.5Cr,"Imadol, Lalitpur",,,0 Sq. Ft.,,2
13 Feet,South,2.5,1 Car  & 2 Bikes,6,4,Semi-Furnished,Rs. 2.7Cr,"Imadol, Lalitpur",3.2 aana,,0 Sq. Ft.,1,2
13 Feet,South-West,2.5,1 Car  & 3 Bikes,4,4,Full-Furnished,Rs. 2.95Cr,"Imadol, Lalitpur",3.2 aana,2078 BS,1971 Sq. Ft.,2,2
16 Feet,West,3.5,1 Car  & 3 Bikes,5,4,Full-Furnished,Rs. 3.25Cr,"Imadol, Lalitpur",3.2 aana,2080 BS,2689 Sq. Ft.,,2
24 Feet,East,3.5,2 Cars  & 3 Bikes,4,4,Un-Furnished,Rs. 3.7Cr,"Budhanilkantha, Kathmandu",3.1 aana,,2072 Sq. Ft.,1,
13 Feet,South,2.5,3 Cars  & 5 Bikes,6,5,Un-Furnished,Price on call,"Sundarbasti, Kathmandu",,,,1,2
18 Feet,East,3.5,2 Cars  & 1 Bike,2,1,Full-Furnished,Price on call,"Imadol, Lalitpur",,2075 BS,2600 Sq. Ft.,,
13 Feet,East,1,1 Car  & 1 Bike,3,1,Semi-Furnished,Rs. 1.2Cr,"Jharuwarasi, Lalitpur",,2078 BS,800 Sq. Ft.,1,1
16 Feet,West,5.5,,4,4,Un-Furnished,Rs. 2.5Cr,"Thamel, Kathmandu",0.2 aana,2023 AD,,1,1
20 Feet,South,3.5,2 Cars  & 2 Bikes,4,4,Semi-Furnished,Rs. 4.3Cr,"Bhaisepati, Lalitpur",,,3153.60 Sq. Ft.,,
13 Feet,West,2.5,1 Car  & 3 Bikes,5,4,Semi-Furnished,Rs. 3.5Cr,"Sitapakha, Lalitpur",5.2 aana,2080 BS,0 Sq. Ft.,,2
13 Feet,South,3,2 Cars  & 4 Bikes,5,6,Un-Furnished,Rs. 14Cr,"Thapathali, Kathmandu",,,,,2
26 Feet,North-East,6,5 Cars  & 7 Bikes,,,Un-Furnished,Rs. 15Lac/m,"Kamaladi, Kathmandu",,,15000 Sq. Ft.,1,2
20 Feet,West,2.5,1 Car  & 4 Bikes,6,5,Semi-Furnished,Price on call,"Imadol, Lalitpur",,2080 BS,-1 Sq. Ft.,,2
13 Feet,South,3.5,1 Car  & 2 Bikes,,,Un-Furnished,Price on call,"Sukedhara, Kathmandu",,,-1 Sq. Ft.,,1
13 Feet,South,2.5,1 Car  & 2 Bikes,,,Un-Furnished,Price on call,"Sundarbasti, Kathmandu",4.2 aana,,,,
20 Feet,East,2.5,2 Cars  & 4 Bikes,5,5,Un-Furnished,Rs. 21Cr,"Sanepa, Lalitpur",,,,,2
13 Feet,North,2.5,1 Car  & 2 Bikes,6,2,Un-Furnished,Rs. 3.5Cr,"Sukedhara, Kathmandu",3.3 aana,,,2,
13 Feet,North,2.5,1 Car  & 2 Bikes,6,3,Un-Furnished,Rs. 3.5Cr,"Ram Mandir, Kathmandu",4.1 aana,,,2,1
13 Feet,South,2.5,1 Car  & 2 Bikes,6,3,Un-Furnished,Rs. 3.1Cr,"Kapan, Kathmandu",4.1 aana,,,1,
15 Feet,North,2.5,1 Car  & 2 Bikes,3,3,Semi-Furnished,Rs. 1.8Cr,"Satungal, Kathmandu",,2070 BS,2069 Sq. Ft.,1,1
16 Feet,South-East,2.5,1 Car  & 2 Bikes,5,3,Semi-Furnished,Rs. 1.8Cr,"Satungal, Kathmandu",3.2 aana,2070 BS,1849 Sq. Ft.,2,
16 Feet,North,3,1 Car  & 2 Bikes,6,3,Semi-Furnished,Rs. 2Cr,"Satungal, Kathmandu",,2068 BS,1800 Sq. Ft.,2,2
16 Feet,South,,1 Car  & 2 Bikes,5,3,Semi-Furnished,Rs. 1.8Cr,"Satungal, Kathmandu",,2070 BS,1849 Sq. Ft.,1,1
13 Feet,South,2.5,2 Cars  & 2 Bikes,6,3,Un-Furnished,Price on call,"Bageshwori, Bhaktapur",,2075 BS,954 Sq. Ft.,1,
26 Feet,North,2.5,2 Cars  & 4 Bikes,3,2,Un-Furnished,Rs. 6Cr,"Raniban, Kathmandu",7.2 aana,,,2,
13 Feet,South-East,2.5,1 Car  & 3 Bikes,5,3,Semi-Furnished,Rs. 2.15Cr,"Bhaktapur, Bhaktapur",,2080 BS,000 Sq. Ft.,2,2
13 Feet,South,3.5,1 Car  & 2 Bikes,6,,Un-Furnished,Rs. 3.05Cr,"Imadol, Lalitpur",3.1 aana,,,2,
13 Feet,East,2.5,1 Car  & 3 Bikes,6,5,Full-Furnished,Price on call,"Budhanilkantha, Kathmandu",,2080 BS,,,2
13 Feet,South,2.5,1 Car  & 2 Bikes,5,4,Semi-Furnished,Rs. 2.17Cr,"Tikathali, Lalitpur",2.3 aana,2023 AD,2100 Sq. Ft.,1,
13 Feet,East,2.5,7 Cars  & 8 Bikes,5,4,Un-Furnished,Price on call,"Budhanilkantha, Kathmandu",,,,2,
13 Feet,South-West,3,,4,,Un-Furnished,Rs. 2.45Cr,"Bafal, Kathmandu",,,,2,2
13 Feet,North,2.5,2 Bikes,4,,Un-Furnished,Rs. 2.1Cr,"Shital Height, Lalitpur",,,,1,
16 Feet,East,2.5,2 Bikes,7,,Un-Furnished,Price on call,"Ochu Height, Lalitpur",3.1 aana,,,2,1
13 Feet,South,3,1 Car  & 3 Bikes,6,4,Semi-Furnished,Rs. 3.05Cr,"Imadol, Lalitpur",3.1 aana,,0 Sq. Ft.,2,2
13 Feet,South,3,1 Car  & 3 Bikes,5,5,Full-Furnished,Rs. 3.15Cr,"Shital Height, Lalitpur",,2080 BS,,,
12 Feet,East,3,1 Car  & 4 Bikes,5,4,Un-Furnished,Rs. 2.8Cr,"Imadol, Lalitpur",,2080 BS,,2,1
13 Feet,West,2.5,2 Cars  & 3 Bikes,5,4,Un-Furnished,Rs. 2.5Cr,"Imadol, Lalitpur",3.2 aana,2080 BS,,1,1
20 Feet,West,2.5,2 Cars  & 4 Bikes,6,3,Un-Furnished,Price on call,"Naya Thimi, Bhaktapur",6.2 aana,2065 BS,950 Sq. Ft.,,1
16 Feet,West,3,1 Car  & 4 Bikes,4,3,Semi-Furnished,Rs. 5.15Cr,"Shankhamul, Kathmandu",,2060 BS,2982 Sq. Ft.,2,
21 Feet,North,3,1 Car  & 3 Bikes,5,5,Un-Furnished,Rs. 2.6Cr,"Tikathali, Lalitpur",,2080 BS,,1,1
13 Feet,South-East,2.5,1 Car  & 4 Bikes,6,4,Un-Furnished,Rs. 2.8Cr,"Imadol, Lalitpur",3.2 aana,2080 BS,,1,1
16 Feet,North-East,2.5,1 Car  & 2 Bikes,4,3,Semi-Furnished,Rs. 2.25Cr,"Imadol, Lalitpur",3.1 aana,2078 BS,2000 Sq. Ft.,,
16 Feet,South,3,2 Cars  & 2 Bikes,4,4,Semi-Furnished,Rs. 3.2Cr,"Dholahiti, Lalitpur",3.1 aana,2077 BS,2000 Sq. Ft.,1,2
16 Feet,South,3.5,2 Cars  & 3 Bikes,7,5,Full-Furnished,Rs. 3.3Cr,"Imadol, Lalitpur",,2023 AD,2400 Sq. Ft.,2,
13 Feet,South,3,1 Car  & 2 Bikes,6,4,Un-Furnished,Rs. 2.79Cr,"Imadol, Lalitpur",4.1 aana,2075 BS,,1,
16 Feet,North-East,2.5,2 Cars  & 3 Bikes,6,3,Semi-Furnished,Rs. 2.39Cr,"Lubhu, Lalitpur",,2023 AD,2350 Sq. Ft.,,
10 Feet,South,3,1 Car  & 2 Bikes,5,4,Un-Furnished,Rs. 2.8Cr,"Imadol, Lalitpur",3.1 aana,2080 BS,,,1
16 Feet,South-East,2.5,1 Car  & 4 Bikes,4,4,Full-Furnished,Rs. 1.1Lac/m,"Balkumari, Lalitpur",4.2 aana,,1800 Sq. Ft.,2,
10 Feet,North-East,2.5,2 Cars  & 3 Bikes,4,5,Full-Furnished,Rs. 3.95Cr,"Imadol, Lalitpur",,2080 BS,2700 Sq. Ft.,,2
16 Feet,North,5,4 Cars  & 6 Bikes,6,8,Semi-Furnished,Price on call,Lalitpur,,2075 BS,10000 Sq. Ft.,1,
13 Feet,West,2.5,2 Bikes,6,4,Semi-Furnished,Rs. 1.9Cr,"Imadol, Lalitpur",2.3 aana,,,,2
14 Feet,East,2.5,1 Car  & 2 Bikes,6,5,Semi-Furnished,Rs. 3.35Cr,"Chabahil, Kathmandu",,,0 Sq. Ft.,1,
12 Feet,East,2.5,2 Cars  & 9 Bikes,3,4,Semi-Furnished,Price on call,"Maharajgunj, Kathmandu",,2012 AD,,1,2
16 Feet,East,3.5,1 Car  & 5 Bikes,4,4,Semi-Furnished,Rs. 2.65Cr,"Sitapaila, Kathmandu",,2073 BS,2000 Sq. Ft.,,2
16 Feet,East,2.5,1 Car  & 3 Bikes,3,3,Semi-Furnished,Rs. 2.8Cr,"Golfutar, Kathmandu",3.1 aana,2067 BS,1289 Sq. Ft.,2,2
13 Feet,East,3,1 Car  & 2 Bikes,4,4,Full-Furnished,Rs. 2.75Cr,"Imadol, Lalitpur",,2080 BS,,,1
13 Feet,North,2,1 Car  & 5 Bikes,3,3,Semi-Furnished,Rs. 2.15Cr,"Sitapakha, Lalitpur",,2071 BS,0 Sq. Ft.,2,2
13 Feet,South-West,2.5,1 Car  & 3 Bikes,6,3,Semi-Furnished,Rs. 2.5Cr,"Imadol, Lalitpur",3.2 aana,,2299 Sq. Ft.,2,2
12 Feet,South-West,2.5,1 Car  & 3 Bikes,4,4,Semi-Furnished,Rs. 2.75Cr,"Bojepokhari, Lalitpur",3.2 aana,2078 BS,2199 Sq. Ft.,,1
13 Feet,East,2.5,4 Cars  & 8 Bikes,5,4,Full-Furnished,Price on call,"Tangal, Kathmandu",,,,1,2
20 Feet,South-West,3.5,2 Cars  & 4 Bikes,7,6,Semi-Furnished,Rs. 10.5Cr,"Basundhara, Kathmandu",,,,2,
13 Feet,South-East,3.5,1 Car  & 5 Bikes,6,7,Full-Furnished,Price on call,"Imadol, Lalitpur",,2080 BS,0 Sq. Ft.,2,1
15 Feet,West,2.5,1 Car  & 3 Bikes,3,2,Un-Furnished,"Rs. 46,000/m","Thecho, Lalitpur",,2073 BS,1853 Sq. Ft.,2,
15 Feet,West,2.5,3 Cars,6,6,Full-Furnished,Rs. 1.55Lac/m,"Chapali, Kathmandu",,,,,2
20 Feet,East,3,2 Bikes,4,,Un-Furnished,Rs. 3.15Cr,"Tikathali, Lalitpur",3.3 aana,,,1,1
10 Feet,South,2.5,1 Car  & 2 Bikes,6,3,Un-Furnished,Rs. 1.65Cr,"Mulpani, Kathmandu",3.2 aana,,,,1
13 Feet,South,2.5,4 Cars  & 8 Bikes,,,Un-Furnished,Rs. 9Cr,"Bakhundole, Lalitpur",,,3500 Sq. Ft.,,2
24 Feet,South-East,3.5,4 Cars  & 8 Bikes,5,4,Full-Furnished,Rs. 6.75Cr,"Golfutar, Kathmandu",,2060 BS,3200 Sq. Ft.,,
13 Feet,South,2,5 Cars  & 9 Bikes,4,3,Un-Furnished,Rs. 14Cr,"Pasikot, Kathmandu",,,,1,
12 Feet,South,3,1 Car  & 2 Bikes,3,,Un-Furnished,Rs. 2.75Cr,"Imadol, Lalitpur",,,,1,1
12 Feet,South,3,1 Car  & 2 Bikes,3,,Un-Furnished,Rs. 2.75Cr,"Imadol, Lalitpur",,,,,1
20 Feet,West,2.5,3 Cars  & 5 Bikes,5,3,,Rs. 2.9Cr,"Bramhakhel, Kathmandu",,2075 BS,3219 Sq. Ft.,,1
20 Feet,East,2.5,3 Cars  & 5 Bikes,5,3,Un-Furnished,Rs. 60Lac/aana,"Nakkhu, Lalitpur",,2045 BS,3080.25 Sq. Ft.,2,2
12 Feet,East,,1 Car  & 1 Bike,5,3,Semi-Furnished,Rs. 3.5Cr,"Sitapaila, Kathmandu",,2076 BS,,1,1
20 Feet,East,2.5,3 Cars  & 7 Bikes,4,4,Un-Furnished,Rs. 1.6Lac/m,"Sukedhara, Kathmandu",,,,2,
20 Feet,South,2.5,2 Cars  & 5 Bikes,4,5,Semi-Furnished,Rs. 3.15Cr,"Tikathali, Lalitpur",,2080 BS,2598 Sq. Ft.,1,1
13 Feet,South-East,2.5,1 Car  & 3 Bikes,3,5,Semi-Furnished,Rs. 2.6Cr,"Tikathali, Lalitpur",,,2097 Sq. Ft.,1,1
12 Feet,East,2.5,2 Cars  & 4 Bikes,5,5,Full-Furnished,Rs. 3.2Cr,"Ochu Height, Lalitpur",3.2 aana,2080 BS,2698 Sq. Ft.,1,2
26 Feet,East,2,,4,1,Semi-Furnished,Price on call,"Dadhikot, Bhaktapur",,2067 BS,-1 Sq. Ft.,2,
13 Feet,East,3.5,1 Car  & 2 Bikes,2,1,Un-Furnished,Price on call,"Koteshwor, Kathmandu",3.2 aana,2072 BS,1900 Sq. Ft.,,2
12 Feet,East,2.5,1 Car  & 3 Bikes,5,6,Un-Furnished,Rs. 2.8Cr,"Satdobato, Lalitpur",,2012 AD,,1,1
14 Feet,South,1.5,1 Car  & 2 Bikes,2,2,Semi-Furnished,Rs. 1.29Cr,"Imadol, Lalitpur",,2022 AD,632 Sq. Ft.,1,2
8 Meter,South,3.5,2 Cars  & 3 Bikes,5,5,Un-Furnished,Rs. 4.8Cr,"Kuleshwor, Kathmandu",,,,1,
3 Meter,South,3.5,1 Car  & 2 Bikes,3,4,Full-Furnished,Rs. 1.2Cr,Jhapa,0.5 kattha,2072 BS,1.672 Sq. Mtr.,,
13 Feet,North-West,2.5,1 Car  & 2 Bikes,,4,Semi-Furnished,Rs. 3.2Cr,"Tikathali, Lalitpur",4.1 aana,,,2,1
13 Feet,South,3,1 Car  & 2 Bikes,4,,Semi-Furnished,Rs. 3.35Cr,"Imadol, Lalitpur",,,,2,2
10 Feet,South,3,3 Bikes,4,,Semi-Furnished,Rs. 1.99Cr,"Imadol, Lalitpur",3.1 aana,,,1,
13 Feet,South-West,3.5,1 Car  & 3 Bikes,7,5,Full-Furnished,Price on call,"Dadhikot, Bhaktapur",,2079 BS,3500 Sq. Ft.,1,
13 Feet,East,2.5,1 Car  & 2 Bikes,5,7,Semi-Furnished,Rs. 5Lac/m,"Sanepa, Lalitpur",,,,,1
13 Feet,South,2.5,1 Car  & 2 Bikes,,,Semi-Furnished,Price on call,"Bhangal , Kathmandu",4.2 aana,,,,1
13 Feet,West,2.5,1 Car  & 4 Bikes,7,4,Semi-Furnished,Rs. 2.35Cr,"Tikathali, Lalitpur",,2080 BS,,1,1
11 Feet,East,2.5,3 Cars  & 4 Bikes,5,3,Semi-Furnished,Rs. 5.9Cr,"Nakhipot, Lalitpur",,,,,
10 Feet,South,2.5,,5,3,Full-Furnished,Rs. 2.25Cr,"Imadol, Lalitpur",,,,,2
16 Feet,South-West,3,1 Car  & 2 Bikes,6,2,Semi-Furnished,Rs. 4.1Cr,"Nakhipot, Lalitpur",,,,1,2
13 Feet,South,3,1 Car  & 2 Bikes,3,,Semi-Furnished,Rs. 2.7Cr,"Imadol, Lalitpur",3.1 aana,,,2,
12 Feet,South,2,,3,2,Semi-Furnished,Rs. 1.4Cr,"Kirtipur, Kathmandu",3.2 aana,,,1,
12 Feet,North-East,2.5,1 Car  & 2 Bikes,4,2,Un-Furnished,Rs. 80Lac/aana,"Dhumbarahi, Kathmandu",9.3 aana,,,1,1
12 Feet,South,3,1 Car  & 2 Bikes,,,Un-Furnished,Price on call,"Sundarbasti, Kathmandu",,,,,1
13 Feet,South,3.5,1 Car  & 2 Bikes,,,Semi-Furnished,Rs. 3.35Cr,"Ram Mandir, Kathmandu",4.1 aana,,,,2
12 Feet,North-East,3.5,1 Car  & 2 Bikes,8,4,Un-Furnished,Rs. 3.75Cr,"Ramhiti, Kathmandu",,,,2,
12 Feet,West,2.5,2 Cars  & 4 Bikes,7,4,Semi-Furnished,Rs. 2.35Cr,"Tikathali, Lalitpur",,2080 BS,2800 Sq. Ft.,2,2
50 Feet,South,2,1 Car  & 8 Bikes,1,3,Un-Furnished,Rs. 7Cr,"Sallaghari, Bhaktapur",,2066 BS,2870 Sq. Ft.,2,1
4 Feet,North,3,3 Bikes,5,4,Semi-Furnished,Rs. 3.3Cr,"Kapurdhara, Kathmandu",4.2 aana,2022 BS,3450 Sq. Ft.,1,
12 Feet,North,2.5,3 Cars,,3,Un-Furnished,Rs. 1.25Lac/m,"Gongabu, Kathmandu",,,,2,2
12 Feet,North,2.5,1 Car,6,3,Un-Furnished,Rs. 4Cr,"Basundhara, Kathmandu",,,,1,2
13 Feet,East,2.5,1 Car,5,5,Semi-Furnished,Rs. 3.25Cr,"Bhaisepati, Lalitpur",,,,,1
10 Feet,South,2.5,1 Car  & 4 Bikes,5,4,Full-Furnished,Price on call,"Shankhamul, Kathmandu",3.1 aana,2060 BS,,1,1
16 Feet,North-East,3.5,2 Cars  & 4 Bikes,4,5,Full-Furnished,Rs. 4Cr,"Imadol, Lalitpur",,2080 BS,3484 Sq. Ft.,2,1
22 Feet,South,3,1 Car  & 4 Bikes,5,3,Semi-Furnished,Rs. 2.7Cr,"Imadol, Lalitpur",,2080 BS,,,
13 Feet,West,3,1 Car  & 3 Bikes,6,6,Full-Furnished,Rs. 3.45Cr,"Imadol, Lalitpur",,2080 BS,2799 Sq. Ft.,1,
